customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,SeniorCitizenLabel,AvgMonthlySpend,ProjectedCLV,TenureGroup,R_Score,F_Score,M_Score,RFM_Score,Segment,ChurnProbability,RevenueAtRisk
4927-WWOOZ,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,No,0,No,85.725,2194.8,0-6 mo,1,4,1,6,At Risk,0.8684589,953.0468261361123
5788-YPOEG,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.45,No,0,No,83.51323529411764,2034.0,25-48 mo,3,3,3,9,Loyal High-Value,0.022657556,23.0427349191159
5373-SFODM,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,Yes,1,Yes,87.02083333333333,2046.0,25-48 mo,3,3,3,9,Loyal High-Value,0.46188334,472.5066530406475
0661-KBKPA,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,No,0,No,74.38584905660377,1890.0,49+ mo,3,3,4,10,Champions,0.117106885,110.66600605845451
9081-WWXKP,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,873.4,No,0,No,18.582978723404256,486.0,25-48 mo,3,1,2,6,At Risk,0.004220657,1.02561966329813
0784-ZQJZX,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1529.65,No,0,No,21.24513888888889,477.6,49+ mo,4,1,3,8,Loyal High-Value,0.002689718,0.6423046669922768
3133-PZNSR,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.75,6991.6,No,0,No,97.10555555555555,2346.0,49+ mo,4,4,4,12,Champions,0.0069450582,8.146553312893957
5766-ZJYBB,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,Yes,1,No,19.4,465.6,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.32066342,74.65044472217559
8931-GJJIQ,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,803.3,Yes,1,No,89.25555555555555,1999.2,7-12 mo,2,3,2,7,At Risk,0.7893018,788.9860919237136
4277-PVRAN,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,Yes,1,No,84.9125,1922.4,7-12 mo,1,3,2,6,At Risk,0.6675372,641.6367685317992
0022-TCJCI,Male,1,No,No,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),62.7,2791.5,Yes,1,Yes,62.03333333333333,1504.8000000000002,25-48 mo,3,2,3,8,Loyal High-Value,0.13177356,99.1464274764061
0722-SVSFK,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,715.0,No,0,No,102.14285714285714,2409.6000000000004,7-12 mo,1,4,2,7,At Risk,0.7239477,872.212193584442
3612-YVGSJ,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1681.6,No,0,No,23.68450704225352,586.8,49+ mo,4,1,3,8,Loyal High-Value,0.005673834,1.6647029316052793
9825-YCXWZ,Female,1,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.1,4016.2,No,0,Yes,97.9560975609756,2426.4,25-48 mo,3,4,4,11,Champions,0.1729396,209.8103209733963
5397-NSKQG,Male,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.9,3281.65,No,0,No,48.97985074626866,1221.6,49+ mo,4,2,3,9,Loyal High-Value,0.024241231,14.80654412806034
8565-HBFNN,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.2,7317.1,No,0,No,106.0449275362319,2572.8,49+ mo,4,4,4,12,Champions,0.29145327,374.9254892349243
2000-DHJUY,Female,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.2,6474.45,No,0,Yes,92.49214285714284,2212.8,49+ mo,4,4,4,12,Champions,0.025634147,28.36162049174309
0203-HHYIJ,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.3,676.35,Yes,1,No,27.054,607.2,25-48 mo,2,1,2,5,Price-Sensitive / New,0.06501273,19.737865027785304
8670-ERCJH,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.4,8164.1,No,0,No,113.39027777777778,2721.6000000000004,49+ mo,4,4,4,12,Champions,0.03417524,46.50566591620446
7758-UJWYS,Male,0,Yes,Yes,34,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1325.85,No,0,No,38.99558823529412,973.2,25-48 mo,3,2,2,7,At Risk,0.038894795,18.926207189261913
2050-ONYDQ,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.0,1654.85,No,0,No,25.459230769230768,624.0,49+ mo,4,1,3,8,Loyal High-Value,0.005624795,1.7549359984695911
7055-JCGNI,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,No,0,No,111.37071428571429,2686.8,49+ mo,4,4,4,12,Champions,0.08100129,108.817131896317
0739-UUAJR,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.8,3952.45,No,0,No,54.89513888888889,1291.1999999999998,49+ mo,4,2,4,10,Champions,0.01445753,9.333781588822603
4826-DXMUP,Male,0,No,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.1,2495.15,No,0,No,71.29,1730.4,25-48 mo,3,3,3,9,Loyal High-Value,0.16783288,145.20900882482528
0952-KMEEH,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,Yes,1,No,94.6346153846154,2355.6000000000004,13-24 mo,2,4,2,8,Loyal High-Value,0.67408955,793.9426731348038
7285-KLOTR,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.85,876.75,No,0,No,73.0625,1892.4,7-12 mo,2,3,2,7,At Risk,0.14505032,137.24660999178886
0654-PQKDW,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.45,No,0,No,68.76532258064516,1698.0,49+ mo,4,3,4,11,Champions,0.020740528,17.60870798304677
7175-NTIXE,Female,0,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,No,0,No,79.718,1827.6,25-48 mo,2,3,3,8,Loyal High-Value,0.08201749,74.94758124500514
7963-SHNDT,Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,1982.1,No,0,No,38.11730769230769,938.4,49+ mo,3,2,3,8,Loyal High-Value,0.01151744,5.403982833400368
9796-BPKIW,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,562.7,No,0,Yes,70.3375,1678.8000000000002,7-12 mo,1,2,2,5,Price-Sensitive / New,0.45863107,384.974918872118
0188-GWFLE,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,33.7,No,0,No,16.85,481.2000000000001,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.088060334,21.18731643855572
8129-GMVGI,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,No,0,No,19.46607142857143,481.2000000000001,49+ mo,4,1,2,7,At Risk,0.03231044,7.773892137408257
2882-DDZPG,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,227.45,No,0,No,18.954166666666666,466.8,7-12 mo,2,1,1,4,Price-Sensitive / New,0.105635114,24.65523561090231
3547-LQRIK,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.9,1250.85,No,0,No,26.61382978723404,645.5999999999999,25-48 mo,3,1,2,6,At Risk,0.039933465,12.890522637963294
9137-NOQKA,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,37.2,No,0,Yes,18.6,460.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.06453509,14.868884468078612
5843-TTHGI,Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,No,0,No,49.59444444444445,1200.0,13-24 mo,2,2,2,6,At Risk,0.15915221,95.49132585525513
1849-RJYIG,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,487.75,No,0,No,60.96875,1440.0,7-12 mo,1,2,2,5,Price-Sensitive / New,0.28244776,203.36238384246826
8868-GAGIO,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55,3713.95,No,0,No,82.53222222222222,2029.2,25-48 mo,3,3,3,9,Loyal High-Value,0.2113226,214.40791565179825
4061-UKJWL,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.45,141.7,No,0,No,47.23333333333333,1090.8000000000002,0-6 mo,1,2,1,4,Price-Sensitive / New,0.4209453,229.58355939388275
5380-XPJNZ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,No,0,No,17.847368421052632,481.2000000000001,25-48 mo,3,1,2,6,At Risk,0.007505482,1.805818984284997
8263-QMNTJ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,No,0,No,117.01805555555556,2773.2,49+ mo,4,4,4,12,Champions,0.034274373,47.5248458839953
8178-EYZUO,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,4154.8,Yes,1,No,90.3217391304348,2248.8,25-48 mo,3,4,4,11,Champions,0.3302215,371.3010590672493
3230-JCNZS,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.0,7061.65,No,0,No,99.45985915492956,2376.0,49+ mo,4,4,4,12,Champions,0.011646784,13.836379285901785
0277-ORXQS,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,No,0,No,50.97803030303031,1213.1999999999998,49+ mo,4,2,3,9,Loyal High-Value,0.017618356,10.687294914945959
5130-IEKQT,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.95,2655.25,Yes,1,Yes,106.21,2542.8,25-48 mo,2,4,3,9,Loyal High-Value,0.6632324,843.2336557030678
3230-WYKIR,Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,Yes,1,No,79.19166666666666,1968.0,13-24 mo,2,3,3,8,Loyal High-Value,0.16499917,162.35918533802032
7996-BPXHY,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,No,0,No,25.57692307692308,600.0,13-24 mo,2,1,1,4,Price-Sensitive / New,0.016287947,4.88638412207365
3227-WLKLI,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55,5963.95,No,0,No,91.75307692307692,2197.2,49+ mo,4,4,4,12,Champions,0.013589538,14.929466119967401
0407-BDJKB,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,5742.9,Yes,1,No,95.715,2298.0,49+ mo,4,4,4,12,Champions,0.42318195,486.2360617518425
2266-FUBDZ,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,No,0,No,18.59,464.4,13-24 mo,2,1,1,4,Price-Sensitive / New,0.013349531,3.099761148914695
8237-ULIXL,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1871.85,No,0,No,25.997916666666665,596.4000000000001,49+ mo,4,1,3,8,Loyal High-Value,0.0026624773,0.7939507357310505
9600-UDOPK,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,2866.45,Yes,1,No,95.54833333333332,2257.2,25-48 mo,3,4,3,10,Champions,0.5219777,589.1040577769279
8216-AZUUZ,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4,4303.65,No,0,No,102.46785714285711,2409.6000000000004,25-48 mo,3,4,4,11,Champions,0.07973191,96.06100687980653
9153-BTBVV,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1753.0,No,0,No,24.690140845070424,600.0,49+ mo,4,1,3,8,Loyal High-Value,0.0057041002,1.7112300731241703
4074-SJFFA,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,Yes,1,No,54.75,1314.0,0-6 mo,1,2,1,4,Price-Sensitive / New,0.626005,411.2852810025215
3269-ATYWD,Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,Yes,1,Yes,96.38589743589743,2295.6000000000004,25-48 mo,3,4,3,10,Champions,0.4850114,556.696083533764
5186-PEIZU,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,617.65,No,0,No,17.647142857142857,462.0,25-48 mo,3,1,2,6,At Risk,0.02250055,5.1976271364837885
1074-AMIOH,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,No,0,No,111.98301886792451,2598.0,49+ mo,3,4,4,11,Champions,0.2001822,260.0366771221161
4910-GMJOT,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,Yes,1,No,94.6,2270.4,0-6 mo,1,4,1,6,At Risk,0.93997693,1067.0618116378782
0354-WYROK,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,Yes,1,Yes,93.91290322580646,2373.6000000000004,25-48 mo,3,4,3,10,Champions,0.51077026,606.1821460962296
4361-FEBGN,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,982.95,No,0,No,20.478125,483.6,25-48 mo,3,1,2,6,At Risk,0.008266741,1.9988980729132888
7748-UMTRK,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,No,0,Yes,99.15,2431.2,25-48 mo,3,4,3,10,Champions,0.48817775,593.4288686871528
0380-ZCSBI,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,198.7,No,0,No,19.87,480.0,7-12 mo,2,1,1,4,Price-Sensitive / New,0.08618739,20.684974193572998
7145-FEJWU,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,1275.65,No,0,No,106.30416666666667,2527.2,7-12 mo,2,4,2,8,Loyal High-Value,0.5661197,715.3488161087037
6463-MVYRY,Female,1,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.85,4003.0,No,0,Yes,70.2280701754386,1676.4,49+ mo,4,2,4,10,Champions,0.017871873,14.980204328522085
3969-JQABI,Female,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.25,3791.6,No,0,No,65.37241379310345,1566.0,49+ mo,4,2,4,10,Champions,0.08889635,69.60584132373333
9624-EGDEQ,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,813.3,No,0,No,21.98108108108108,475.2000000000001,25-48 mo,3,1,2,6,At Risk,0.01100979,2.6159261047840117
1051-EQPZR,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,780.25,No,0,No,17.732954545454547,470.4,25-48 mo,3,1,2,6,At Risk,0.026911668,6.3296244263649
5849-ASHZJ,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,552.9,No,0,No,20.47777777777777,481.2000000000001,25-48 mo,2,1,2,5,Price-Sensitive / New,0.015880527,3.8208547901362184
5780-INQIK,Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,408.25,No,0,No,51.03125,1185.6,7-12 mo,1,2,2,5,Price-Sensitive / New,0.258918,153.4865828990936
7576-OYWBN,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8,Yes,1,Yes,77.26666666666667,1825.2,0-6 mo,1,3,1,5,Price-Sensitive / New,0.79816216,728.4027893185615
4526-ZJJTM,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,No,0,Yes,87.646,2121.6000000000004,25-48 mo,2,3,3,8,Loyal High-Value,0.3423848,363.2017803668976
8384-FZBJK,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,5611.7,No,0,No,98.45087719298245,2414.4,49+ mo,4,4,4,12,Champions,0.38142234,460.4530498981476
3750-RNQKR,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,246.25,No,0,No,20.52083333333333,466.8,7-12 mo,2,1,1,4,Price-Sensitive / New,0.06481418,15.127629643678667
0962-CQPWQ,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,No,0,No,20.905645161290323,487.2000000000001,49+ mo,4,1,2,7,At Risk,0.006437032,1.5680609995499255
3096-YXENJ,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.65,7082.85,No,0,No,108.96692307692308,2583.6000000000004,49+ mo,4,4,4,12,Champions,0.14450587,186.67268715798855
1265-BCFEO,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5662.25,No,0,No,79.75,1930.8,49+ mo,4,3,4,11,Champions,0.028012339,27.043112095445395
5837-LXSDN,Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.85,1215.45,No,0,No,57.87857142857143,1412.4,13-24 mo,2,2,2,6,At Risk,0.09353614,66.05522103309632
5945-AZYHT,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.6,7854.15,No,0,No,110.6218309859155,2630.4,49+ mo,4,4,4,12,Champions,0.11997598,157.79240448474883
8325-QRPZR,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.15,525.0,No,0,No,75.0,1803.6,7-12 mo,1,3,2,6,At Risk,0.57900226,522.1442391157151
6384-VMJHP,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2,No,0,No,73.12777777777778,1752.0,49+ mo,4,3,4,11,Champions,0.0061814967,5.41499107517302
2262-SLNVK,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,70.1,No,0,No,70.1,1682.4,0-6 mo,1,2,1,4,Price-Sensitive / New,0.70593184,593.8298657655715
7730-CLDSV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.65,7129.45,No,0,No,99.02013888888888,2367.6000000000004,49+ mo,4,4,4,12,Champions,0.011522826,13.640721190720797
1135-HIORI,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.45,7266.95,No,0,No,113.54609375,2674.8,49+ mo,4,4,4,12,Champions,0.07391018,98.84747039079667
0164-APGRB,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.9,8496.7,No,0,No,118.00972222222224,2757.6000000000004,49+ mo,4,4,4,12,Champions,0.015989328,22.04608517512679
6481-ESCNL,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,No,0,No,99.26724137931036,2413.2,25-48 mo,3,4,3,10,Champions,0.30616325,369.4165791392326
1790-NESIO,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.4,261.3,No,0,No,20.1,489.6,13-24 mo,2,1,1,4,Price-Sensitive / New,0.012756839,3.122874283790588
1550-EENBN,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.35,3205.6,No,0,No,103.40645161290324,2504.4,25-48 mo,3,4,3,10,Champions,0.27400294,343.106480795145
5539-TMZLF,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,Yes,1,Yes,69.75,1674.0,0-6 mo,1,2,1,4,Price-Sensitive / New,0.89782566,751.4800760149956
4323-SADQS,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,Yes,1,No,39.892857142857146,828.0,7-12 mo,1,1,1,3,Low-Value / Disengaged,0.25298458,104.73561751842499
4446-BZKHU,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.55,6281.45,Yes,1,No,102.97459016393442,2533.2,49+ mo,4,4,4,12,Champions,0.5282419,669.0711560726165
5202-IVJNU,Female,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,Yes,1,No,29.007692307692302,722.4000000000001,25-48 mo,3,1,2,6,At Risk,0.21175857,76.48719508051873
5976-JCJRH,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,738.2,Yes,1,No,73.82000000000001,1687.1999999999998,7-12 mo,2,2,2,6,At Risk,0.5619307,474.04475204944606
8198-RKSZG,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,1137.05,No,0,No,81.21785714285714,1930.8,13-24 mo,2,3,2,7,At Risk,0.1841351,177.7640200227499
0137-OCGAB,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.2,80.2,Yes,1,No,80.2,1924.8,0-6 mo,1,3,1,5,Price-Sensitive / New,0.90304226,869.087867975235
3351-NQLDI,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.35,6341.45,Yes,1,No,94.64850746268657,2264.4,49+ mo,4,4,4,12,Champions,0.14189853,160.6575131088495
9297-EONCV,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.35,6697.2,No,0,No,93.01666666666668,2192.4,49+ mo,4,4,4,12,Champions,0.003695373,4.050867836270481
7593-JNWRU,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8,Yes,1,No,43.46666666666667,1070.4,0-6 mo,1,2,1,4,Price-Sensitive / New,0.32230222,172.49614934921266
4588-YBNIB,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,1,No,19.6,470.4,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.5280731,124.20278663635256
1069-QJOEE,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.9,505.45,No,0,No,20.218,477.6,25-48 mo,2,1,2,5,Price-Sensitive / New,0.025683407,6.133197529613971
3336-JORSO,Female,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.45,3655.45,Yes,1,Yes,110.77121212121212,2650.8,25-48 mo,3,4,3,10,Champions,0.44796574,593.7337933301926
7799-DSEWS,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35,1299.8,No,0,No,72.21111111111111,1640.4,13-24 mo,2,2,2,6,At Risk,0.14414082,118.2243043988943
